L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict
4,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,16,8.902982879871499e-17,6.08648884864668e-16,0.0,0.7071067811865476,2.9934321667596286,1.6672867718425959,NA,-3.20429295206983,C_from_tilted_residual,1.4564259865323947,2.395518486991852e-06,0.7266727642603499,9.175346878034664e-07,2.004239126830122,0.6061620870346646,0.0030804580116949865,ok,ROW_VALID
5,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,32,9.12920972157261e-17,9.145675078134492e-16,8.326672684688674e-17,0.7071067811865475,3.420443882976793,1.9223528814606137,NA,-3.696063177897412,C_from_tilted_residual,1.6467335865399946,2.418267642926293e-06,0.8213885904353235,9.114545698110289e-07,2.0048167283006095,0.6852567598889499,0.003956405669347518,ok,ROW_VALID
6,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,64,8.874822270757362e-17,1.0811007251149404e-15,1.1102230246251565e-16,0.7071067811865476,3.8066611905576533,2.1542066253657195,NA,-4.1432342481411775,C_from_tilted_residual,1.8176335677821953,2.434207522719482e-06,0.9064362262689807,9.069510892124707e-07,2.0052525650522943,0.7562802618398616,0.004761115244233949,ok,ROW_VALID
7,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,128,8.808082894343321e-17,1.486086678018664e-15,1.0547118733938987e-15,0.7071067811865476,4.161886843320061,2.3682047132781356,NA,-4.556074951878233,C_from_tilted_residual,1.9740166047199637,2.4462926301163043e-06,0.9842549371029907,9.034619612421443e-07,2.005594821327684,0.8212680732136599,0.005506730513982205,ok,ROW_VALID
4,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,16,7.932139564286699e-17,4.3126546521267407e-16,0.0,0.7071067811865476,1.3408426464513965,0.8338436063103779,NA,-1.610196200193685,C_from_tilted_residual,0.5644900525680896,2.3332581155884532e-06,0.2808428506399341,7.216976051306614e-07,2.009985482207688,0.2350507252874503,0.0028043512882214294,ok,ROW_VALID
5,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,32,8.085985403636888e-17,9.554274070010406e-16,2.498001805406602e-16,0.7071067811865475,1.4365900481999039,0.9160231203305607,NA,-1.7712883573796572,C_from_tilted_residual,0.5813248111508074,2.3506103692556797e-06,0.28900538811885146,6.882450510948124e-07,2.011467035042757,0.24203025662245597,0.0033140349131044466,ok,ROW_VALID
6,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,64,5.735559264198207e-17,7.436538924915224e-16,2.498001805406602e-16,0.7071067811865476,1.514715532797219,0.9847145142444262,NA,-1.9062162506634228,C_from_tilted_residual,0.5932137963782225,2.3667844250388103e-06,0.2947487338568533,6.630216287550969e-07,2.012608463540748,0.24695499494947143,0.0037163286645158777,ok,ROW_VALID
7,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,128,8.51404143024225e-17,1.227467469440524e-15,1.1102230246251565e-16,0.7071067811865476,1.5806722728521503,1.0437280242876366,NA,-2.0223210113700683,C_from_tilted_residual,0.6020792857697188,2.381389559168911e-06,0.2990182883833514,6.432241947565795e-07,2.0135199389471223,0.25062453845737764,0.004042709003015954,ok,ROW_VALID
4,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,16,4.7240834937808673e-17,3.060207486669639e-16,2.498001805406602e-16,0.7071067811865476,0.8702671181466524,0.594882501396834,NA,-1.1535029784632986,C_from_tilted_residual,0.3116466410801877,2.0695421978056104e-06,0.1546351091733511,4.4112991305333076e-07,2.0153679377612845,0.13000991813177332,0.0023764227334854837,ok,ROW_VALID
5,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,32,4.8336860845544066e-17,3.8428460293074523e-16,1.3877787807814457e-16,0.7071067811865475,0.8969436894972964,0.6359926673648449,NA,-1.23593032616543,C_from_tilted_residual,0.2970060306967115,2.0546299612354395e-06,0.14719794087103,3.637556280473421e-07,2.0177322382310936,0.12392529077539349,0.0026101489546515033,ok,ROW_VALID
6,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,64,7.555870713171025e-17,8.359821223353841e-16,5.551115123125783e-17,0.7071067811865476,0.9163421268943724,0.668112944097589,NA,-1.3006636897541959,C_from_tilted_residual,0.28379138123776554,2.0075672651372797e-06,0.1405202585392784,3.0424850941395165e-07,2.0195762816536504,0.11842829954246278,0.0027508641592087213,ok,ROW_VALID
7,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.3,0.5,128,7.112569219586167e-17,8.831098619140902e-16,1.1657341758564144e-15,0.7071067811865476,0.9312174687150897,0.6941379266157841,NA,-1.3533305930121702,C_from_tilted_residual,0.2720248023187037,2.012650727420311e-06,0.1345948010552822,2.5675550208376607e-07,2.0210647081901385,0.11353081117021022,0.0028352002081392658,ok,ROW_VALID
