L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict
4,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,16,5.3417897279228996e-17,3.398100812474907e-16,2.7755575615628914e-17,0.7071067811865476,3.265195082487804,1.7543139229359905,NA,-3.502466815350369,C_from_tilted_residual,1.5170421900734254,2.1977368739805126e-06,0.7569808702045933,9.116923600997146e-07,2.004069389049959,0.6061620870346638,0.0030804496642389267,ok,ROW_VALID
5,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,32,4.674155377445176e-17,6.785332745849865e-16,4.440892098500626e-16,0.7071067811865475,3.732869842287748,2.0255235274367838,NA,-4.043134109515764,C_from_tilted_residual,1.715259260208768,2.219192323982716e-06,0.8556514301011786,9.035404010520019e-07,2.0046238454903804,0.6852567598889487,0.003956400006410732,ok,ROW_VALID
6,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,64,6.896792472705756e-17,7.736825646079792e-16,0.0,0.7071067811865476,4.155997864735639,2.272258650011242,NA,-4.53499492230414,C_from_tilted_residual,1.893261592442741,2.235227085433588e-06,0.9442502410986986,8.974784920523787e-07,2.005042212369259,0.7562802618398603,0.004761110245343758,ok,ROW_VALID
7,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,128,7.370193711285132e-17,1.0534779457982995e-15,1.3877787807814457e-16,0.7071067811865476,4.5452588878251285,2.500129095677079,NA,-4.9892445739410345,C_from_tilted_residual,2.056143409561173,2.248203022539894e-06,1.0253183425604107,8.927664796603535e-07,2.005370746052002,0.8212680732136579,0.005506724440351718,ok,ROW_VALID
8,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,256,9.860971523734086e-17,1.3856113157028794e-15,0.0,0.7071067811865475,4.907656582439408,2.712886056410822,NA,-5.413366053065721,C_from_tilted_residual,2.2071765857845094,2.2600686173153543e-06,1.1004868234044451,8.889819845676299e-07,2.0056365408869046,0.881527051570606,0.006202938975619077,ok,ROW_VALID
4,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,16,4.0516684105349324e-17,5.905550346556899e-16,2.7755575615628914e-17,0.7071067811865476,1.4719499808705374,0.8895635902745593,NA,-1.7735184479760029,C_from_tilted_residual,0.5879951231690939,2.132973682801357e-06,0.2925953868261,6.886612454994245e-07,2.0095843941605294,0.23505072528744997,0.0028043495168939003,ok,ROW_VALID
5,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,32,5.710507781439654e-17,5.733350623525631e-16,8.326672684688674e-17,0.7071067811865475,1.5795808462398298,0.9806811090302933,NA,-1.9547341206050692,C_from_tilted_residual,0.6055278346650539,2.1512129731897305e-06,0.3011069007202938,6.490969511570324e-07,2.011006168296172,0.2420302566224551,0.0033140332244663284,ok,ROW_VALID
6,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,64,6.23893951955153e-17,8.514440135717041e-16,1.942890293094024e-16,0.7071067811865476,1.6676007530669577,1.0571241435860386,NA,-2.1068156035694114,C_from_tilted_residual,0.617909293083585,2.1687763958589205e-06,0.30709648325342176,6.191884948392937e-07,2.012101495065558,0.24695499494947126,0.00371632657674148,ok,ROW_VALID
7,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,128,9.120915700597858e-17,1.4058956169985334e-15,0.0,0.7071067811865476,1.742036287656276,1.122979995201405,NA,-2.23787454364205,C_from_tilted_residual,0.6271417392156309,2.179942970267655e-06,0.3115495148559688,5.956593497445082e-07,2.012976138016335,0.25062453845737853,0.0040427095036932315,ok,ROW_VALID
8,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.4,0.6,256,1.1655689311034314e-16,1.6894219255137672e-15,2.498001805406602e-16,0.7071067811865475,1.8065109972770677,1.1808336631248304,NA,-2.3530404292889058,C_from_tilted_residual,0.6343042311129921,2.1935170683862164e-06,0.314995398344875,5.765882026305977e-07,2.0136936426560728,0.25346954866310806,0.004313434423242057,ok,ROW_VALID
