L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict
4,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,16,5.982804495273647e-17,4.1863889400086017e-16,5.551115123125783e-17,0.7071067811865476,3.2694677192878077,1.7566072843457492,NA,-3.5097489644675965,C_from_tilted_residual,1.5163260391659605,2.2052238794009566e-06,0.7572966508786472,9.09574348303239e-07,2.0022880563470813,0.4546215652759982,0.0017327374086661962,ok,ROW_VALID
5,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,32,8.851681746036801e-17,7.846387723901362e-16,1.1102230246251565e-16,0.7071067811865475,3.738458650360407,2.028576767128202,NA,-4.052702477917814,C_from_tilted_residual,1.7143329395707951,2.2297403549699117e-06,0.8560537424312287,9.0111748445932e-07,2.002599667051297,0.5139425699167123,0.002225454708337793,ok,ROW_VALID
6,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,64,1.0326615659311673e-16,8.480098228880013e-16,1.1102230246251565e-16,0.7071067811865476,4.162826447779269,2.2760416031094497,NA,-4.546726841947507,C_from_tilted_residual,1.8921412089412115,2.247034736429082e-06,0.9447315533901213,8.948203444922876e-07,2.002834775816854,0.5672101963798959,0.002678102160968976,ok,ROW_VALID
7,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,128,9.398885391697436e-17,1.09349870970254e-15,2.7755575615628914e-17,0.7071067811865476,4.553260006711319,2.5046125435506053,NA,-5.003029892349366,C_from_tilted_residual,2.054842657912559,2.2578926894383667e-06,1.0258725717661177,8.899202143986155e-07,2.0030193948698627,0.6159510549102445,0.003097514380323574,ok,ROW_VALID
4,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,16,3.880471153751767e-17,4.623178247737639e-16,2.220446049250313e-16,0.7071067811865476,1.477358508164894,0.892679432671508,NA,-1.7822039441749997,C_from_tilted_residual,0.5878339966614021,2.1385444106935712e-06,0.29312827624961013,6.818508374132648e-07,2.005381412473625,0.17628804396558728,0.0015774441621818625,ok,ROW_VALID
5,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,32,4.66904222293939e-17,5.165140090028839e-16,5.551115123125783e-17,0.7071067811865475,1.5863152393176754,0.9847135439565011,NA,-1.9656987749333334,C_from_tilted_residual,0.605330008340843,2.1590248838404754e-06,0.3017329338081187,6.40891020763225e-07,2.0061781148682667,0.18152269246684138,0.0018641407246056119,ok,ROW_VALID
6,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,64,8.187988192988533e-17,1.2319140802199599e-15,2.7755575615628914e-17,0.7071067811865476,1.6754908063175757,1.0619906877585752,NA,-2.1198004823153,C_from_tilted_residual,0.6176810117608511,2.1750635997271777e-06,0.3077952900757519,6.098354291294869e-07,2.0067916296212096,0.18521624621210436,0.0020904316093472985,ok,ROW_VALID
7,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,128,1.1990756694635033e-16,1.738850644767094e-15,1.1102230246251565e-16,0.7071067811865476,1.7509487750718637,1.1286090216282432,NA,-2.252669967586309,C_from_tilted_residual,0.626887829113798,2.182005410295561e-06,0.3123069018032387,5.85341342833211e-07,2.0072813808922905,0.18796840384303498,0.0022740255073205873,ok,ROW_VALID
4,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,16,5.866169613156462e-17,2.326480546368838e-16,0.0,0.7071067811865476,0.9668311515027166,0.6446919893913503,NA,-1.2867104984758295,C_from_tilted_residual,0.3248126424182374,1.8733931205359941e-06,0.16173795327911744,3.710994497912554e-07,2.008264824878151,0.09750743859882993,0.0013367358600024914,ok,ROW_VALID
5,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.425,0.575,32,5.758084445250212e-17,3.3998259330409685e-16,8.326672684688674e-17,0.7071067811865475,1.0000221521055987,0.6933785963863692,NA,-1.3838207660210258,C_from_tilted_residual,0.3095799824709422,1.836632634784377e-06,0.1540558848093343,2.805720670052343e-07,2.0095303912219307,0.09294396808154487,0.0014682128522736093,ok,ROW_VALID
