L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict
4,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,16,6.196476084390563e-17,6.123656301588151e-16,1.1102230246251565e-16,0.7071067811865476,3.272519602716382,1.758245399638433,NA,-3.5149505022310907,C_from_tilted_residual,1.5158145001237244,2.212392908836951e-06,0.7575222085012379,9.080370645608234e-07,2.001016581576892,0.3030810435173319,0.0007700831212487103,ok,ROW_VALID
5,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,32,1.0429209185924548e-16,8.883968095759123e-16,2.7755575615628914e-17,0.7071067811865475,3.742450656126592,2.0307576526220705,NA,-4.059537023731236,C_from_tilted_residual,1.7136712850174263,2.2356649499543942e-06,0.8563411083797323,8.993579620728647e-07,2.00115499331783,0.3426283799444733,0.0009890682579616339,ok,ROW_VALID
6,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,64,8.048321557017491e-17,1.033809294965238e-15,1.3877787807814457e-16,0.7071067811865476,4.167704007096148,2.278743712465311,NA,-4.555106784671719,C_from_tilted_residual,1.8913409348897403,2.255649413106461e-06,0.9450753478818519,8.928905444889732e-07,2.001259411885734,0.3781401309199294,0.001190239126036552,ok,ROW_VALID
7,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,128,1.046179034127516e-16,1.3826217785672328e-15,3.885780586188048e-16,0.7071067811865476,4.55897509163003,2.507815006317407,NA,-5.012876554811105,C_from_tilted_residual,2.053913543136332,2.268094596647637e-06,1.0262684497665542,8.878547230158227e-07,2.001341406922854,0.4106340366068275,0.0013766436032236484,ok,ROW_VALID
8,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,256,1.0714393786515437e-16,1.7071670904525356e-15,5.551115123125783e-17,0.7071067811865475,4.923282248832734,2.7217263956307,NA,-5.440351220873328,C_from_tilted_residual,2.204657423590106,2.2808363728388236e-06,1.1015533652963372,8.83804922503204e-07,2.0014077329762547,0.4407635257853013,0.001550692997431824,ok,ROW_VALID
4,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,16,6.847890271326647e-17,4.539223574598292e-16,1.1102230246251565e-16,0.7071067811865476,1.4812217419465774,0.8949050343836145,NA,-1.788407868691546,C_from_tilted_residual,0.5877189076386458,2.1403270723622e-06,0.293508911550433,6.769180069837323e-07,2.002388631180145,0.11752536264372532,0.0007010845377797281,ok,ROW_VALID
5,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,32,7.582805414698557e-17,7.83530152098373e-16,1.3877787807814457e-16,0.7071067811865475,1.5911255200875656,0.9875938546180785,NA,-1.9735306701512505,C_from_tilted_residual,0.6051887045543936,2.1634988556798997e-06,0.30218010029730014,6.349481641820994e-07,2.002741755525854,0.1210151283112279,0.0008285039597932808,ok,ROW_VALID
6,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,64,1.1198350902342888e-16,1.6371753913222594e-15,1.3877787807814457e-16,0.7071067811865476,1.6811265586394455,1.0654667907389586,NA,-2.129075393675098,C_from_tilted_residual,0.6175179557033061,2.1763139307529184e-06,0.3082944378039132,6.030608975309637e-07,2.0030136129023215,0.12347749747473702,0.0009290800954797618,ok,ROW_VALID
7,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,128,1.1667090417112047e-16,2.0687758344020612e-15,5.551115123125783e-17,0.7071067811865476,1.757314837511569,1.1326297547902695,NA,-2.263238131281917,C_from_tilted_residual,0.6267064610199213,2.1894465902090723e-06,0.3128478924774525,5.77868083221869e-07,2.0032305669602337,0.12531226922869082,0.0010106760650163693,ok,ROW_VALID
8,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,256,1.0753772339522607e-16,1.7070499426628994e-15,4.440892098500626e-16,0.7071067811865475,1.8233598489633644,1.1916851116819789,NA,-2.381213481041402,C_from_tilted_residual,0.6338314796039413,2.1988525205638368e-06,0.3163765601869373,5.573776264177505e-07,2.003408467521834,0.1267347743315549,0.0010783592300667166,ok,ROW_VALID
4,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,16,5.139387537190175e-17,2.594876267714855e-16,1.942890293094024e-16,0.7071067811865476,0.9708820666030216,0.6471397749260628,NA,-1.29309132930804,C_from_tilted_residual,0.3249305122210444,1.8675063471865014e-06,0.16216820230356976,3.6277772854323546e-07,2.0036635271617103,0.06500495906588649,0.0005941076139048818,ok,ROW_VALID
5,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,32,6.132077675150042e-17,4.1129086832894955e-16,3.3306690738754696e-16,0.7071067811865475,1.0048865472236124,0.6964820630492421,NA,-1.3916590433316052,C_from_tilted_residual,0.3097095669412492,1.843926456403183e-06,0.15452851334347706,2.7000161628149265e-07,2.004222782191948,0.06196264538769697,0.0006525402542950642,ok,ROW_VALID
6,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,64,8.462932661588361e-17,6.747774777050916e-16,4.440892098500626e-16,0.7071067811865476,1.0300655804611862,0.7354793968919968,NA,-1.4695833544184385,C_from_tilted_residual,0.29596162293474454,1.8097523161299313e-06,0.14763695043784608,1.981418330830235e-07,2.0046581974025663,0.059214149771231905,0.0006877220590523758,ok,ROW_VALID
7,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,128,7.968168129608055e-17,7.408167401845079e-16,7.771561172376096e-16,0.7071067811865476,1.049661174849624,0.7673640328898168,NA,-1.5333104590391178,C_from_tilted_residual,0.2837147487003231,1.8023126867789257e-06,0.14150297162467407,1.404544761109637e-07,2.005009120605997,0.056765405585105344,0.0007088054509749586,ok,ROW_VALID
8,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.45,0.55,256,8.414512527121222e-17,1.4742209644685495e-15,2.7755575615628914e-16,0.7071067811865475,1.0654653284588973,0.7940993389993565,NA,-1.5867567692373812,C_from_tilted_residual,0.2728078982208726,1.804693494330282e-06,0.13604347158026053,9.288083179575493e-08,2.005299446213604,0.05458437892489554,0.0007209550603515247,ok,ROW_VALID
