L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict
4,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,16,3.489969288909627e-17,3.797186624377802e-16,1.942890293094024e-16,0.7071067811865476,2.7593018756117633,1.5709865195397201,NA,-2.949632667734959,C_from_tilted_residual,1.3806557274165243,2.640539672143915e-06,0.6887876317581032,9.234531466731144e-07,2.0044722985115966,-0.6061620870346641,0.003080463900317909,ok,ROW_VALID
5,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,32,7.011233066167764e-17,7.513018843678083e-16,8.326672684688674e-17,0.7071067811865475,3.151861575499129,1.8097924876420128,NA,-3.4005775666975944,C_from_tilted_residual,1.5610764964435475,2.660522160523687e-06,0.7785600407595794,9.199374117410283e-07,2.005081708175684,-0.6852567598889483,0.003956414924388696,ok,ROW_VALID
6,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,64,6.259117764726679e-17,7.542268353510964e-16,2.7755575615628914e-17,0.7071067811865476,3.5068446718321686,2.0267534510444567,NA,-3.810499582509507,C_from_tilted_residual,1.7230985403671184,2.6757566551098626e-06,0.8591687076184851,9.173635315137412e-07,2.005541548578213,-0.7562802618398599,0.004761125130148258,ok,ROW_VALID
7,tail_alpha_0.5_left_transport_current,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,128,7.169212953052796e-17,1.01737104625901e-15,3.3306690738754696e-16,0.7071067811865476,3.8332944062805763,2.2269312127827354,NA,-4.18886751741058,C_from_tilted_residual,1.8713581016527314,2.6870419832672184e-06,0.9329256801501318,9.153875890594316e-07,2.0059026581319763,-0.8212680732136586,0.00550674135246787,ok,ROW_VALID
4,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,16,6.163101244193982e-17,2.7463566326674924e-16,5.551115123125783e-17,0.7071067811865476,1.230759609372668,0.7790830488556871,NA,-1.474733946256312,C_from_tilted_residual,0.5351087119720432,2.5823374738422787e-06,0.2661521803042466,7.612500114269667e-07,2.010536646216252,-0.23505072528744975,0.0028043513635500616,ok,ROW_VALID
5,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,32,4.622234782107917e-17,4.640804719720234e-16,5.551115123125783e-17,0.7071067811865475,1.317245436838836,0.8539971828862727,NA,-1.620171590205319,C_from_tilted_residual,0.5510710295197896,2.598273869260729e-06,0.2738784972456998,7.353515798455706e-07,2.0121003841547185,-0.2420302566224552,0.0033140350283900055,ok,ROW_VALID
6,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,64,7.148991508293744e-17,7.895418652089728e-16,2.7755575615628914e-17,0.7071067811865476,1.3877038678474416,0.916462269379922,NA,-1.741821714253271,C_from_tilted_residual,0.5623444229740926,2.6128926917079974e-06,0.2793140469748545,7.159185936125721e-07,2.0133051991642876,-0.24695499494947165,0.003716329024383569,ok,ROW_VALID
7,tail_alpha_1_left_transport_current,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,128,9.065352989623077e-17,1.381831308302468e-15,3.885780586188048e-16,0.7071067811865476,1.4471180348261892,0.9700266485911584,NA,-1.8463934642596196,C_from_tilted_residual,0.570751219157728,2.6275841830216743e-06,0.2833542551436641,7.007339013247384e-07,2.01426733072475,-0.25062453845737886,0.004042708870399814,ok,ROW_VALID
4,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,16,8.773297917021611e-17,1.9492063266579012e-16,8.326672684688674e-17,0.7071067811865476,0.7955970580783356,0.552218267173259,NA,-1.0524199240985077,C_from_tilted_residual,0.2953954011530868,2.3306347075911443e-06,0.14650948974464506,5.121407646054282e-07,2.0162202575951813,-0.13000991813177304,0.0023764216637967017,ok,ROW_VALID
5,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,32,8.19256867761703e-17,6.485383832867374e-16,0.0,0.7071067811865475,0.8185461928762134,0.5885031844267069,NA,-1.12553400358391,C_from_tilted_residual,0.28151537371901014,2.3015888081352015e-06,0.13945261078501803,4.471552480105295e-07,2.018717126443749,-0.123925290775393,0.0026101521489740875,ok,ROW_VALID
6,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,64,5.794621527615193e-17,4.619379699710035e-16,0.0,0.7071067811865476,0.835080941804613,0.6166855339292647,NA,-1.1827786455979368,C_from_tilted_residual,0.2689878301359409,2.319549509462081e-06,0.13311849049262303,3.9721100797746236e-07,2.0206646660468803,-0.11842829954246334,0.002750849150694845,ok,ROW_VALID
7,tail_alpha_1.5_left_transport_current,1.5,1.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,0.75,0.55,128,6.782524843661437e-17,7.825892560296609e-16,3.608224830031759e-16,0.7071067811865476,0.8476628558056458,0.6394120955257803,NA,-1.2292415019351397,C_from_tilted_residual,0.2578334493962865,2.2820674950929556e-06,0.127499126091013,3.5737685526650866e-07,2.0222369933126965,-0.11353081117021047,0.0028351972142605097,ok,ROW_VALID
